freq,length,fragment
1,14,does + VBZ:HD*does + S.1*VBZ:HD*NP:SBJ*VP:COMP + that + DT*that + PR-DM:HD*DT + NP:SBJ*PR-DM:HD + S.2*VBZ:HD*NP:SBJ*VP:COMP + sound + VB:HD*sound + VP:COMP.1*VB:HD*AP:COMP + good + JJ:HD*good + AP:COMP*JJ:HD + attach
1,8,then + RB:HD*then + ADVP:ADJ*RB:HD + S.1*ADVP:ADJ*NP:SBJ*MD:HD*ADVP:ADJ + I + PP:HD*I + NP:SBJ*PP:HD + S.2*ADVP:ADJ*NP:SBJ*MD:HD*ADVP:ADJ + could
1,10,VP:COMP.1*V-PSS:HD*NP:ADJ + all + DT*all + DT-QNT:HD*DT + DTP:SPR*DT-QNT:HD + NP:ADJ.1*DTP:SPR*NN:HD + day + NN:HD*day + NP:ADJ*DTP:SPR*NN:HD + VP:COMP*V-PSS:HD*NP:ADJ + attach
1,5,or + CC*or + CNJ*CC + NP.1*CNJ*NP + one + CD:HD*one_1
1,5,PP*IN:HD*NP:COMP + PP:COMP.1*PP*PP*ADVP:ADJ + to + IN:HD*to + PP.1*IN:HD*NP:COMP + ten
1,19,"how + WRB*how + PR-WH:HD*WRB + ADVP:FLQ*PR-WH:HD + S.1*ADVP:FLQ*VBP:HD*NP:SBJ*NP:ADJ*,:PAR*NP:ADJ + are + VBP:HD*are + S.2*ADVP:FLQ*VBP:HD*NP:SBJ*NP:ADJ*,:PAR*NP:ADJ + you + PP:HD*you + NP:SBJ*PP:HD + S.3*ADVP:FLQ*VBP:HD*NP:SBJ*NP:ADJ*,:PAR*NP:ADJ + today + NN:HD*today + NP:ADJ*NN:HD + S.4*ADVP:FLQ*VBP:HD*NP:SBJ*NP:ADJ*,:PAR*NP:ADJ + , + ,:PAR*, + S.5*ADVP:FLQ*VBP:HD*NP:SBJ*NP:ADJ*,:PAR*NP:ADJ + Helga"
1,5,NP:ADJ*DTP:SPR*NN:HD + S.2*VBP:HD*NP:ADJ*ADVP:ADJ + here + RB:HD*here + ADVP:ADJ*RB:HD + attach
1,8,the + DT*the + DT-ART:HD*DT + DTP:SPR*DT-ART:HD + NP.1*DTP:SPR*ONUM:HD + twenty + CD*twenty + ONUM.1*CD*JJ + sixteenth
1,14,then + RB:HD*then + ADVP:ADJ*RB:HD + S.1*ADVP:ADJ*VBP:HD*NP:COMP*VP:COMP + let + VBP:HD*let + S.2*ADVP:ADJ*VBP:HD*NP:COMP*VP:COMP + us + PP:HD*us + NP:COMP*PP:HD + S.3*ADVP:ADJ*VBP:HD*NP:COMP*VP:COMP + plan + VB:HD*plan + VP:COMP.1*VB:HD*PP:ADJ + on
1,12,that + DT*that + PR-DM:HD*DT + NP:SBJ*PR-DM:HD + S.1*NP:SBJ*VBZ:HD*NP:COMP + is + VBZ:HD*is + S.2*NP:SBJ*VBZ:HD*NP:COMP + pretty + RB*pretty + DG:HD*RB + DGP:SPR*DG:HD + AP:ADJ*DGP:SPR*JJ:HD_1
1,8,so + RB:HD*so + ADVP:ADJ*RB:HD + S.1*ADVP:ADJ*ADVP:ADJ*NP:SBJ*MD:HD*VP:COMP + then + RB:HD*then + ADVP:ADJ*RB:HD + S.2*ADVP:ADJ*ADVP:ADJ*NP:SBJ*MD:HD*VP:COMP + I
1,4,your + PP$:HD*your + NP:SPR*PP$:HD + NP:SBJ.1*NP:SPR*NN:HD + flight
1,8,IN:HD*that + PP:COMP.1*IN:HD*NP:COMP + that + DT*that + PR-DM:HD*DT + NP:COMP*PR-DM:HD + PP:COMP*IN:HD*NP:COMP + AP:ADJ*JJ:HD*PP:COMP + attach
1,8,the + DT*the + DT-ART:HD*DT + DTP:SPR*DT-ART:HD + NP.1*DTP:SPR*ONUM:HD*PP:COMP + thirtieth + JJ*thirtieth + ONUM:HD*JJ + attach
1,11,are + VBP:HD*are + S.2*ADVP:FLQ*VBP:HD*NP:SBJ*VP:COMP + you + PP:HD*you + NP:SBJ*PP:HD + S.3*ADVP:FLQ*VBP:HD*NP:SBJ*VP:COMP + thinking + VBG*thinking + V-PRP:HD*VBG + VP:COMP.1*V-PRP:HD*PP:COMP + of
1,5,duty + NN:HD*duty + NP:COMP*NN:HD + PP:COMP*IN:HD*NP:COMP + NP:COMP*DTP:SPR*NN:HD*PP:COMP + attach
1,5,the + DT*the + DT-ART:HD*DT + DTP:SPR*DT-ART:HD + NP:SBJ.1*DTP:SPR*NN:HD + down-payment
1,7,we + PP:HD*we + NP:SBJ*PP:HD + S:COMP.1*NP:SBJ*VBP:HD*NP:COMP*AP:ADJ + have + VBP:HD*have + S:COMP.2*NP:SBJ*VBP:HD*NP:COMP*AP:ADJ + Wednesday
1,17,START.1 + that + DT*that + PR-DM:HD*DT + NP:SBJ*PR-DM:HD + S.1*NP:SBJ*VBZ:HD*AP:COMP + sounds + VBZ:HD*sounds + S.2*NP:SBJ*VBZ:HD*AP:COMP + very + RB*very + DG:HD*RB + DGP:SPR*DG:HD + AP:COMP.1*DGP:SPR*JJ:HD + good + JJ:HD*good + AP:COMP*DGP:SPR*JJ:HD + attach
1,6,PP:ADJ.1*IN:HD*NP:COMP + Saturday + NP:HD*Saturday + NP:COMP*NP:HD + PP:ADJ*IN:HD*NP:COMP + VP*VB:HD*ADVP:COMP*PP:ADJ*PP:ADJ + attach
1,4,TOP.1*PP*UH*AP*NP + oh + UH*oh + TOP.2*PP*UH*AP*NP + sorry
1,17,NN:HD*movie + NP:SBJ*DTP:SPR*NN:HD + S.1*NP:SBJ*VBZ:HD*AP:COMP*PP:ADJ + sounds + VBZ:HD*sounds + S.2*NP:SBJ*VBZ:HD*AP:COMP*PP:ADJ + fine + JJ:HD*fine + AP:COMP*JJ:HD + S.3*NP:SBJ*VBZ:HD*AP:COMP*PP:ADJ + with + IN:HD*with + PP:ADJ.1*IN:HD*NP:COMP + me + PP:HD*me + NP:COMP*PP:HD + PP:ADJ*IN:HD*NP:COMP + attach
1,9,NP:COMP.1*NP*CNJ*NP + or + CC*or + CNJ*CC + NP:COMP.2*NP*CNJ*NP + something + NN:HD*something + NP*NN:HD + NP:COMP*NP*CNJ*NP + attach
1,9,VP:COMP.1*VB:HD*PP:ADJ + at + IN:HD*at + PP:ADJ.1*IN:HD*NP:COMP + noon + NN:HD*noon + NP:COMP*NN:HD + PP:ADJ*IN:HD*NP:COMP + VP:COMP*VB:HD*PP:ADJ + attach
1,8,because + IN*because + CMP:MRK*IN + S.1*CMP:MRK*NP:SBJ*VBP:HD*VP:COMP + you + PP:HD*you + NP:SBJ*PP:HD + S.2*CMP:MRK*NP:SBJ*VBP:HD*VP:COMP + are
1,13,it + PP:HD*it + NP:SBJ*PP:HD + S.1*NP:SBJ*VBZ:HD*AP:COMP + is + VBZ:HD*is + S.2*NP:SBJ*VBZ:HD*AP:COMP + good + JJ:HD*good + AP:COMP.1*JJ:HD*VP:COMP + to + TO:HD*to + VP:COMP.1*TO:HD*VP:COMP + talk
1,11,yes + UH*yes + TOP.1*UH*S + in + IN:HD*in + PP:ADJ.1*IN:HD*NP:COMP + fact + NN:HD*fact + NP:COMP*NN:HD + PP:ADJ*IN:HD*NP:COMP + S.1*PP:ADJ*NP:SBJ*VBP:HD + I
1,5,", + ,:PAR*, + ONUM:HD.2*ONUM*,:PAR*ONUM*,:PAR*ONUM + second + JJ*second + ONUM*JJ_1"
1,8,how + WRB*how + SUGG.1*WRB*RB*NP:COMP + about + RB*about + SUGG.2*WRB*RB*NP:COMP + December + NP:HD*December + NP:COMP*NP:HD_1
1,17,do + VBP:HD*do + S.1*VBP:HD*NP:SBJ*VP:COMP + you + PP:HD*you + NP:SBJ*PP:HD + S.2*VBP:HD*NP:SBJ*VP:COMP + think + VB:HD*think + VP:COMP.1*VB:HD*S:COMP + we + PP:HD*we + NP:SBJ*PP:HD + S:COMP.1*NP:SBJ*MD:HD*VP:COMP + will + MD:HD*will + S:COMP.2*NP:SBJ*MD:HD*VP:COMP + need
1,8,if + IN*if + CMP-WH:MRK*IN + S.1*CMP-WH:MRK*NP:SBJ*VBD:HD*VP:COMP + I + PP:HD*I + NP:SBJ*PP:HD + S.2*CMP-WH:MRK*NP:SBJ*VBD:HD*VP:COMP + had
1,4,so + RB*so + DG:HD*RB + DGP:SPR*DG:HD + AP*DGP:SPR*JJ:HD_1
1,7,you + PP:HD*you + NP:SBJ*PP:HD + S.1*NP:SBJ*VBP:HD*AP:COMP*PP:ADJ + are + VBP:HD*are + S.2*NP:SBJ*VBP:HD*AP:COMP*PP:ADJ + pretty
1,4,VP:COMP*TO:HD + VP:COMP*VB:HD*VP:COMP + S*NP:FLQ*VBP:HD*NP:SBJ*ADVP:ADJ*VP:COMP + TOP.1*S*UH + sorry
1,7,"S.3*ADVP:ADJ*,:PAR*NP:SBJ*VBZ:HD*AP:COMP + sounds + VBZ:HD*sounds + S.4*ADVP:ADJ*,:PAR*NP:SBJ*VBZ:HD*AP:COMP + good + JJ:HD*good + AP:COMP*JJ:HD + attach"
1,5,the + DT*the + DT-ART:HD*DT + DTP:SPR*DT-ART:HD + NP:ADJ.1*DTP:SPR*ONUM:HD + thirty
1,5,any + DT*any + DT-QNT:HD*DT + DTP:SPR*DT-QNT:HD + NP:COMP.1*DTP:SPR*NN:HD + rate
1,17,"how + WRB*how + SUGG.1*WRB*RB*,:PAR*NP:COMP + about + RB*about + SUGG.2*WRB*RB*,:PAR*NP:COMP + , + ,:PAR*, + SUGG.3*WRB*RB*,:PAR*NP:COMP + Thursday + NP:HD*Thursday + NP:COMP.1*NP:HD*NP:COMP + the + DT*the + DT-ART:HD*DT + DTP:SPR*DT-ART:HD + NP:COMP.1*DTP:SPR*ONUM:HD*PP:COMP + seventeenth"
1,10,"can + MD:HD*can + S.1*MD:HD*NP:SBJ*VP:COMP + we + PP:HD*we + NP:SBJ*PP:HD + S.2*MD:HD*NP:SBJ*VP:COMP + get + VB:HD*get + VP:COMP.1*VB:HD*ADVP:ADJ*,:PAR*NP:ADJ + together"
1,4,but + CC*but + CNJ*CC + TOP.1*CNJ*UH + well
1,4,"NP:COMP.2*DTP:SPR*UH:PAR*,:PAR*ONUM:HD + , + ,:PAR*, + NP:COMP.3*DTP:SPR*UH:PAR*,:PAR*ONUM:HD + sixteenth"
1,8,pass + VB:HD*pass + VP:COMP.1*VB:HD*NP:COMP + that + DT*that + PR-DM:HD*DT + NP:COMP*PR-DM:HD + VP:COMP*VB:HD*NP:COMP + attach
1,9,TOP.2*UH*UH*S + that + DT*that + PR-DM:HD*DT + NP:SBJ*PR-DM:HD + S.1*NP:SBJ*VBZ:HD*AP:COMP + sounds + VBZ:HD*sounds + S.2*NP:SBJ*VBZ:HD*AP:COMP + good
1,5,Cristal + NP*Cristal + NP:ADJ*NP + NP:COMP*DTP:SPR*NN:HD*NP:ADJ + S*NP:SBJ*VBZ:HD*NP:COMP + TOP*S*NP_1
1,9,so + RB:HD*so + ADVP:ADJ*RB:HD + S.1*ADVP:ADJ*NP:SBJ*VBZ:HD*RP + that + DT*that + PR-DM:HD*DT + NP:SBJ*PR-DM:HD + S.2*ADVP:ADJ*NP:SBJ*VBZ:HD*RP + works
1,8,S.2*VBZ:HD*NP:SBJ*NP:COMP + three + CD:HD*three + AP:ADJ*CD:HD + NP:COMP.1*AP:ADJ*NNS:HD + days + NNS:HD*days + NP:COMP*AP:ADJ*NNS:HD + attach
1,5,NP:ADJ.1*DTP:SPR*ONUM:HD + nineteenth + JJ*nineteenth + ONUM:HD*JJ + NP:ADJ*DTP:SPR*ONUM:HD + attach
1,4,long + JJ:HD*long + AP:ADJ*JJ:HD + NP:COMP.1*AP:ADJ*NN:HD + term
1,7,going + VBG*going + V-PRP:HD*VBG + VP.1*V-PRP:HD*VP:COMP + to + TO:HD*to + VP:COMP.1*TO:HD*VP:COMP + plan
1,4,some + DT*some + DT-QNT:HD*DT + DTP*DT-QNT:HD + TOP*DTP*ADVP*ADVP_1
1,7,I + PP:HD*I + NP:SBJ*PP:HD + S:COMP.1*NP:SBJ*VBP:HD*VP:COMP + have + VBP:HD*have + S:COMP.2*NP:SBJ*VBP:HD*VP:COMP + been
1,15,let + VBP:HD*let + S.1*VBP:HD*NP:COMP*VP:COMP + us + PP:HD*us + NP:COMP*PP:HD + S.2*VBP:HD*NP:COMP*VP:COMP + do + VB:HD*do + VP:COMP.1*VB:HD*NP:COMP + a + DT*a + DT-ART:HD*DT + DTP:SPR*DT-ART:HD + NP:COMP.1*DTP:SPR*NN:HD + double
1,8,S.2*NP:SBJ*VBZ:HD*NP:COMP + nothing + NN:HD*nothing + NP:COMP.1*NN:HD*AP:ADJ + major + JJ:HD*major + AP:ADJ*JJ:HD + NP:COMP*NN:HD*AP:ADJ + attach
1,10,how + WRB*how + SUGG.1*WRB*RB*NP:COMP + about + RB*about + SUGG.2*WRB*RB*NP:COMP + next + JJ:HD*next + AP:ADJ*JJ:HD + NP:COMP.1*AP:ADJ*NP:HD*NP:COMP + Wednesday
1,14,"oh + UH*oh + TOP.1*UH*S + that + DT*that + PR-DM:HD*DT + NP:SBJ*PR-DM:HD + S.1*NP:SBJ*VBZ:HD*AP:COMP*,:PAR*PP:ADJ + is + VBZ:HD*is + S.2*NP:SBJ*VBZ:HD*AP:COMP*,:PAR*PP:ADJ + true + JJ:HD*true + AP:COMP*JJ:HD + attach"
1,4,nothing + NN:HD*nothing + NP:COMP*NN:HD + S.3*NP:SBJ*VBZ:HD*NP:COMP*PP:ADJ + at
1,7,should + MD:HD*should + S.1*MD:HD*NP:SBJ*VP:COMP + we + PP:HD*we + NP:SBJ*PP:HD + S.2*MD:HD*NP:SBJ*VP:COMP + plan
1,11,that + DT*that + PR-DM:HD*DT + NP:SBJ*PR-DM:HD + S.1*NP:SBJ*VBZ:HD*RB:ADJ*AP:COMP*PP:ADJ*ADVP:ADJ + is + VBZ:HD*is + S.2*NP:SBJ*VBZ:HD*RB:ADJ*AP:COMP*PP:ADJ*ADVP:ADJ + not + RB:ADJ*not + S.3*NP:SBJ*VBZ:HD*RB:ADJ*AP:COMP*PP:ADJ*ADVP:ADJ + evident
1,7,twenty + CD*twenty + ONUM:HD.1*CD*JJ + eighth + JJ*eighth + ONUM:HD*CD*JJ + NP.1*ONUM:HD*PP:COMP + of
1,13,let + VBP:HD*let + S.1*VBP:HD*NP:COMP*VP:COMP + us + PP:HD*us + NP:COMP*PP:HD + S.2*VBP:HD*NP:COMP*VP:COMP + leave + VB:HD*leave + VP:COMP.1*VB:HD*PP:ADJ + around + IN:HD*around + PP:ADJ.1*IN:HD*NP:COMP + six
1,5,AP:COMP.1*JJ:HD*S:COMP + you + PP:HD*you + NP:SBJ*PP:HD + S:COMP.1*NP:SBJ*MD:HD*VP:COMP + won't
1,5,NP.1*NP*CNJ*NP + or + CC*or + CNJ*CC + NP.2*NP*CNJ*NP + the
1,7,Wednesday + NP:HD*Wednesday + NP:SBJ.1*NP:HD*NP:ADJ + afternoon + NN:HD*afternoon + NP:ADJ*NN:HD + NP:SBJ*NP:HD*NP:ADJ + attach
1,8,here + RB:HD*here + ADVP:ADJ*RB:HD + S.1*ADVP:ADJ*NP:SBJ*VBP:HD + you + PP:HD*you + NP:SBJ*PP:HD + S.2*ADVP:ADJ*NP:SBJ*VBP:HD + go
1,4,you + PP:HD*you + NP:SBJ*PP:HD + S.4*ADVP:FLQ*VBP:HD*RB:ADJ*NP:SBJ*VP:COMP + do
1,7,do + VBP:HD*do + S.1*VBP:HD*NP:SBJ*VP:COMP + you + PP:HD*you + NP:SBJ*PP:HD + S.2*VBP:HD*NP:SBJ*VP:COMP + prefer
1,13,"S.4*NP:SBJ*VBP:HD*,:PAR*AP:COMP*NP:ADJ + the + DT*the + DT-ART:HD*DT + DTP:SPR*DT-ART:HD + NP:ADJ.1*DTP:SPR*AP:ADJ*NN:HD + whole + JJ:HD*whole + AP:ADJ*JJ:HD + NP:ADJ.2*DTP:SPR*AP:ADJ*NN:HD + week + NN:HD*week + NP:ADJ*DTP:SPR*AP:ADJ*NN:HD + attach"
1,4,night + NN:HD*night + NP:ADJ*NN:HD + NP:ADJ*DTP:SPR*NP:HD*NP:ADJ + attach
1,8,NP.2*DTP:SPR*NNS:HD*AP:ADJ*ADVP:ADJ + free + JJ:HD*free + AP:ADJ*JJ:HD + NP.3*DTP:SPR*NNS:HD*AP:ADJ*ADVP:ADJ + then + RB:HD*then + ADVP:ADJ*RB:HD + attach
1,12,five + CD*five + CNUM:HD*CD + NP:COMP.1*CNUM:HD*PP:ADJ + in + IN:HD*in + PP:ADJ.1*IN:HD*NP:COMP + the + DT*the + DT-ART:HD*DT + DTP:SPR*DT-ART:HD + NP:COMP.1*DTP:SPR*NN:HD + afternoon
1,5,VP:COMP.1*V-PSS:HD*ADVP:ADJ + then + RB:HD*then + ADVP:ADJ*RB:HD + VP:COMP*V-PSS:HD*ADVP:ADJ + attach
1,6,PP:COMP.1*IN:HD*DTP:PAR*NP:COMP + the + DT*the + DT-ART:HD*DT + DTP:PAR*DT-ART:HD + PP:COMP.2*IN:HD*DTP:PAR*NP:COMP + the
1,4,RB:HD*before + ADVP:ADJ*RB:HD + NP*DTP:SPR*NN:HD*ADVP:ADJ + TOP.2*UH*NP*ADVP + so
1,4,while + IN*while + CMP:MRK*IN + S.1*CMP:MRK*NP:SBJ*VBP:HD*ADVP:COMP + we
1,8,Tuesday + NP:HD*Tuesday + NP:SBJ.1*NP:HD*NP:COMP + the + DT*the + DT-ART:HD*DT + DTP:SPR*DT-ART:HD + NP:COMP.1*DTP:SPR*ONUM:HD + twenty
1,6,five + CD*five + CNUM:HD*CD + NP.1*CNUM:HD*RB:ADJ*NN:ADJ + o'clock + RB:ADJ*o'clock + attach
1,7,"got + VBN:HD*got + VP.1*VBN:HD*NP:COMP*PP:ADJ + a + DT*a + DT-ART:HD*DT + DTP:SPR*DT-ART:HD + NP:COMP*DTP:SPR*,:PAR*NN:HD_1"
1,6,"NP:COMP.1*DTP:SPR*NN:HD + morning + NN:HD*morning + NP:COMP*DTP:SPR*NN:HD + PP:ADJ*IN:HD*NP:COMP + NP*NP:HD*,:PAR*PP:ADJ + attach"
1,5,yeah + UH*yeah + TOP.1*UH*NP*S + it + PP:HD*it + NP*PP:HD_1
1,8,get + VB:HD*get + VP:COMP.1*VB:HD*NP:COMP + us + PP:HD*us + NP:COMP*PP:HD + VP:COMP*VB:HD*NP:COMP + S*NP:SBJ*MD:HD*VP:COMP + attach
1,10,it + PP:HD*it + NP:SBJ*PP:HD + S.1*NP:SBJ*VBZ:HD*AP:COMP*PP:ADJ + is + VBZ:HD*is + S.2*NP:SBJ*VBZ:HD*AP:COMP*PP:ADJ + fine + JJ:HD*fine + AP:COMP*JJ:HD + attach
1,7,the + DT*the + DT-ART:HD*DT + DTP:SPR*DT-ART:HD + NP:COMP.1*DTP:SPR*ONUM:HD + fourteenth + JJ*fourteenth + ONUM*JJ_1
1,11,so + RB:HD*so + ADVP:ADJ*RB:HD + S.1*ADVP:ADJ*NP:SBJ*MD:HD*VP:COMP + we + PP:HD*we + NP:SBJ*PP:HD + S.2*ADVP:ADJ*NP:SBJ*MD:HD*VP:COMP + can + MD:HD*can + S.3*ADVP:ADJ*NP:SBJ*MD:HD*VP:COMP + do
1,12,have + VBP:HD*have + S.1*VBP:HD*NP:COMP*PP:ADJ + a + DT*a + DT-ART:HD*DT + DTP:SPR*DT-ART:HD + NP:COMP.1*DTP:SPR*AP:ADJ*NN:HD + good + JJ:HD*good + AP:ADJ*JJ:HD + NP:COMP.2*DTP:SPR*AP:ADJ*NN:HD + time
1,7,the + DT*the + DT-ART:HD*DT + DTP:SPR*DT-ART:HD + NP.1*DTP:SPR*NN:HD + afternoon + NN:HD*afternoon + attach
1,8,which + WP*which + PR-R:HD*WP + NP:SBR*PR-R:HD + S.1*NP:SBR*VBZ:HD*PP:COMP + is + VBZ:HD*is + S.2*NP:SBR*VBZ:HD*PP:COMP + near
1,6,VB:HD*guess + VP:COMP.1*VB:HD*S:COMP + we + PP:HD*we + NP:SBJ*PP:HD + S:COMP.1*NP:SBJ*MD:HD*VP:COMP + could
1,4,my + PP$:HD*my + NP:SPR*PP$:HD + NP.1*NP:SPR*NN:HD + trip
1,10,okay + UH*okay + TOP.1*UH*S + I + PP:HD*I + NP:SBJ*PP:HD + S.1*NP:SBJ*MD:HD*VP:COMP + will + MD:HD*will + S.2*NP:SBJ*MD:HD*VP:COMP + be
1,14,get + VB:HD*get + VP:COMP.1*VB:HD*NP:COMP + an + DT*an + DT-ART:HD*DT + DTP:SPR*DT-ART:HD + NP:COMP.1*DTP:SPR*AP:ADJ*NN:HD + early + JJ:HD*early + AP:ADJ*JJ:HD + NP:COMP.2*DTP:SPR*AP:ADJ*NN:HD + start + NN:HD*start + attach
1,4,maybe + RB:HD*maybe + ADVP:ADJ*RB:HD + NP:COMP.1*ADVP:ADJ*DTP:SPR*ONUM:HD + the
1,7,let + VBP:HD*let + S.1*VBP:HD*NP:COMP*ADVP:ADJ*VP:COMP + me + PP:HD*me + NP:COMP*PP:HD + S.2*VBP:HD*NP:COMP*ADVP:ADJ*VP:COMP + just
1,15,START.1 + we + PP:HD*we + NP:SBJ*PP:HD + S.1*NP:SBJ*MD:HD*VP:COMP + will + MD:HD*will + S.2*NP:SBJ*MD:HD*VP:COMP + see + VB:HD*see + VP:COMP.1*VB:HD*NP:COMP + you + PP:HD*you + NP:COMP*PP:HD + VP:COMP*VB:HD*NP:COMP + attach
1,6,okay + UH*okay + TOP.1*UH*UH*UH + well + UH*well + TOP.2*UH*UH*UH + fine
1,14,S.3*ADVP:ADJ*NP:SBJ*VBP:HD*VP:COMP + leaving + VBG*leaving + V-PRP:HD*VBG + VP:COMP.1*V-PRP:HD*PP:ADJ + at + IN:HD*at + PP:ADJ.1*IN:HD*NP:COMP + six + CD*six + CNUM:HD*CD + NP:COMP*CNUM:HD + PP:ADJ*IN:HD*NP:COMP + VP:COMP*V-PRP:HD*PP:ADJ + attach
1,8,since + IN*since + CMP:MRK*IN + S.1*CMP:MRK*NP:SBJ*VBP:HD*VP:COMP + you + PP:HD*you + NP:SBJ*PP:HD + S.2*CMP:MRK*NP:SBJ*VBP:HD*VP:COMP + want
1,11,well + UH*well + TOP.1*UH*S + that + DT*that + PR-DM:HD*DT + NP:SBJ*PR-DM:HD + S.1*NP:SBJ*VBZ:HD*NP:COMP + is + VBZ:HD*is + S.2*NP:SBJ*VBZ:HD*NP:COMP + an
1,6,START.1 + well + UH*well + TOP.1*UH*NP + I + PP:HD*I + NP*PP:HD_1
1,4,NN:HD*rate + N:HD*NN*NN:HD + NP:COMP*DTP:SPR*N:HD + VP:COMP*VB:HD*NP:COMP + attach
1,13,that + DT*that + PR-DM:HD*DT + NP:SBJ*PR-DM:HD + S.1*NP:SBJ*VBZ:HD*NP:COMP + is + VBZ:HD*is + S.2*NP:SBJ*VBZ:HD*NP:COMP + the + DT*the + DT-ART:HD*DT + DTP:SPR*DT-ART:HD + NP:COMP.1*DTP:SPR*AP:ADJ*NN:HD*VP:ADJ + last
1,12,if + IN*if + CMP-WH:MRK*IN + S.1*CMP-WH:MRK*NP:SBJ*VBZ:HD*AP:COMP + that + DT*that + PR-DM:HD*DT + NP:SBJ*PR-DM:HD + S.2*CMP-WH:MRK*NP:SBJ*VBZ:HD*AP:COMP + is + VBZ:HD*is + S.3*CMP-WH:MRK*NP:SBJ*VBZ:HD*AP:COMP + better
1,9,PP:ADJ*IN:HD*NP:COMP + NP:FLL*DTP:SPR*CNUM:HD*PP:ADJ + S.1*NP:FLL*NP:SBJ*VBP:HD + you + PP:HD*you + NP:SBJ*PP:HD + S.2*NP:FLL*NP:SBJ*VBP:HD + mean + VBP:HD*mean + attach
1,7,S.1*NP:SBJ*MD:HD*VP:COMP + would + MD:HD*would + S.2*NP:SBJ*MD:HD*VP:COMP + be + VB:HD*be + VP:COMP.1*VB:HD*NP:COMP + possibility
1,6,TOP.1*DTP*DTP*VP + the + DT*the + DT-ART:HD*DT + DTP*DT-ART:HD + TOP.2*DTP*DTP*VP + will
1,11,okay + UH*okay + TOP.1*UH*S + that + DT*that + PR-DM:HD*DT + NP:SBJ*PR-DM:HD + S.1*NP:SBJ*VBZ:HD*ADVP:ADJ*AP:COMP + is + VBZ:HD*is + S.2*NP:SBJ*VBZ:HD*ADVP:ADJ*AP:COMP + definitely
1,4,express + JJ:HD*express + AP:ADJ*DGP:SPR*JJ:HD + NP:COMP.2*DTP:SPR*AP:ADJ*NN:HD + service
1,6,do + VBP:HD*do + S.1*VBP:HD*RB:ADJ*VP:COMP + not + RB:ADJ*not + S.2*VBP:HD*RB:ADJ*VP:COMP + know
1,13,what + WP*what + PR-WH:HD*WP + NP:FLQ*PR-WH:HD + S.3*ADVP:ADJ*NP:PAR*NP:FLQ*VBP:HD*NP:SBJ + are + VBP:HD*are + S.4*ADVP:ADJ*NP:PAR*NP:FLQ*VBP:HD*NP:SBJ + the + DT*the + DT-ART:HD*DT + DTP:SPR*DT-ART:HD + NP:SBJ.1*DTP:SPR*N:HD + plane
1,9,how + WRB*how + SUGG.1*WRB*RB*NP:COMP + about + RB*about + SUGG.2*WRB*RB*NP:COMP + sometime + NN:HD*sometime + NP:COMP.1*NN:HD*PP:ADJ + like
1,4,I + PP:HD*I + NP*PP:HD + TOP.1*NP*NP + late
1,4,fine + JJ:HD*fine + AP:COMP*JJ:HD + VP:COMP.2*VB:HD*AP:COMP*PP:ADJ + for
1,18,"START.1 + Monday + NP:HD*Monday + NP*NP:HD + NP.1*NP*,:PAR*NP*,:PAR*NP + , + ,:PAR*, + NP.2*NP*,:PAR*NP*,:PAR*NP + Tuesday + NP:HD*Tuesday + NP*NP:HD + NP.3*NP*,:PAR*NP*,:PAR*NP + , + ,:PAR*, + NP.4*NP*,:PAR*NP*,:PAR*NP + Wednesday + NP:HD*Wednesday + NP*NP:HD + attach"
1,4,we + PP:HD*we + NP*PP:HD + TOP.1*NP*UH + yeah
1,6,lots + NNS:HD*lots + NP:COMP.1*NNS:HD*PP:COMP + of + IN:HD*of + PP:COMP.1*IN:HD*NP:COMP + ice
1,7,business + NN*business + N:HD.1*NN*NN:HD + trip + NN:HD*trip + N:HD*NN*NN:HD + NP:COMP*DTP:SPR*AP:ADJ*N:HD + attach
1,11,"but + CC*but + CNJ*CC + S.1*CNJ*,:PAR*S + , + ,:PAR*, + S.2*CNJ*,:PAR*S + I + PP:HD*I + NP:SBJ*PP:HD + S.1*NP:SBJ*VBP:HD*S:COMP + mean"
1,9,the + DT*the + DT-ART:HD*DT + DTP:SPR*DT-ART:HD + NP:COMP.1*DTP:SPR*ONUM:HD + eleventh + JJ*eleventh + ONUM:HD*JJ + NP:COMP*DTP:SPR*ONUM:HD + attach
1,5,the + DT*the + DT-ART:HD*DT + DTP:SPR*DT-ART:HD + NP.1*DTP:SPR*NN:HD + stop
1,4,court + NN:HD*court + NP:COMP*NP:SPR*NN:HD + PP:COMP*IN:HD*NP:COMP + attach
1,7,"and + CC*and + CNJ*CC + NP.1*CNJ*,:PAR*NP + , + ,:PAR*, + NP.2*CNJ*,:PAR*NP + thirty"
1,4,but + CC*but + CNJ*CC + S.1*CNJ*S + let
1,13,how + WRB*how + PR-WH:HD*WRB + ADVP:FLQ*PR-WH:HD + S.1*ADVP:FLQ*VBZ:HD*NP:SBJ + is + VBZ:HD*is + S.2*ADVP:FLQ*VBZ:HD*NP:SBJ + the + DT*the + DT-ART:HD*DT + DTP:SPR*DT-ART:HD + NP:SBJ.1*DTP:SPR*AP:ADJ*NN:HD + second
1,4,NN:HD*book + N:HD*NN*NN:HD + NP:COMP*NP:SPR*N:HD + VP:COMP*VB:HD*NP:COMP + attach
